Rk,Player,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
491,Joshua Kimmich,DF,de Germany,31,1995,3.9,0,5,1,20,1.28,0.26,0,0,0,0,Matches
492,Justin Kluivert,"FW,MF",nl Netherlands,27,1999,0.3,0,0,0,,0,0,,,0,0,Matches
493,Gregor Kobel,GK,ch Switzerland,28,1997,6.7,0,0,0,,0,0,,,0,0,Matches
494,Orkun Kökçü,MF,tr Türkiye,25,2000,1.7,0,3,0,0,1.76,0,0,,0,0,Matches
495,Sead Kolašinac,DF,ba Bosnia–Herz,32,1993,3.7,0,0,0,,0,0,,,0,0,Matches
496,Ghislain Konan,DF,ci Côte d'Ivoire,30,1995,3,0,4,0,0,1.34,0,0,,0,0,Matches
497,Ibrahima Konaté,DF,fr France,27,1999,0.7,0,0,0,,0,0,,,0,0,Matches
498,Ismaël Koné,MF,ca Canada,23,2002,1.6,0,2,0,0,1.23,0,0,,0,0,Matches
499,Manu Koné,MF,fr France,25,2001,4.3,0,6,2,33.3,1.4,0.47,0,0,0,0,Matches
500,Ezri Konsa,DF,eng England,28,1997,7.2,1,3,2,66.7,0.42,0.28,0.33,0.5,0,0,Matches
501,Teun Koopmeiners,"DF,MF",nl Netherlands,28,1998,1.4,0,2,0,0,1.48,0,0,,0,0,Matches
502,Odilon Kossounou,DF,ci Côte d'Ivoire,25,2001,3,0,0,0,,0,0,,,0,0,Matches
503,Kalidou Koulibaly,DF,sn Senegal,34,1991,1.8,0,0,0,,0,0,,,0,0,Matches
504,Jules Koundé,DF,fr France,27,1998,6.7,0,2,0,0,0.3,0,0,,0,0,Matches
505,Mateo Kova?i?,MF,hr Croatia,32,1994,3,0,5,4,80,1.67,1.33,0,0,0,0,Matches
506,Matej Kovar,GK,cz Czechia,26,2000,3,0,0,0,,0,0,,,0,0,Matches
507,Andrej Kramari?,"FW,MF",hr Croatia,34,1991,0.7,0,1,0,0,1.53,0,0,,0,0,Matches
508,Ladislav Krej?í,DF,cz Czechia,27,1999,3,1,5,1,20,1.67,0.33,0.2,1,0,0,Matches
509,Takefusa Kubo,MF,jp Japan,25,2001,0.8,0,1,0,0,1.22,0,0,,0,0,Matches
510,Brandley Kuwas,"FW,MF",cw Curaçao,33,1992,0,0,0,0,,0,0,,,0,0,Matches
511,Prince Kwabena Adu,FW,gh Ghana,22,2003,0.4,0,1,1,100,2.31,2.31,0,0,0,0,Matches
512,Maxence Lacroix,DF,fr France,26,2000,2.7,0,0,0,,0,0,,,0,0,Matches
513,Gustaf Lagerbielke,DF,se Sweden,26,2000,4,0,3,1,33.3,0.75,0.25,0,0,0,0,Matches
514,Konrad Laimer,"MF,DF",at Austria,29,1997,4,0,1,0,0,0.25,0,0,,0,0,Matches
515,Ali Lajami,DF,sa Saudi Arabia,30,1996,1.7,0,0,0,,0,0,,,0,0,Matches
516,Senne Lammens,GK,be Belgium,23,2002,0.2,0,0,0,,0,0,,,0,0,Matches
517,Noa Lang,"FW,MF",nl Netherlands,26,1999,0.1,0,0,0,,0,0,,,0,0,Matches
518,Sondre Langås,DF,no Norway,25,2001,0.3,0,0,0,,0,0,,,0,0,Matches
519,Aymeric Laporte,DF,es Spain,32,1994,8.1,0,5,2,40,0.62,0.25,0,0,0,0,Matches
520,Cyle Larin,FW,ca Canada,31,1995,2.1,2,9,4,44.4,4.26,1.89,0.22,0.5,0,0,Matches
521,Richie Laryea,DF,ca Canada,31,1995,4.8,0,2,1,50,0.42,0.21,0,0,0,0,Matches
522,Mohanad Lasheen,MF,eg Egypt,30,1996,4,0,2,0,0,0.5,0,0,,0,0,Matches
523,Issa Laye,"MF,DF",qa Qatar,28,1997,3,0,1,0,0,0.33,0,0,,0,0,Matches
524,Rafael Leão,MF,pt Portugal,27,1999,1.8,1,4,1,25,2.28,0.57,0.25,1,0,0,Matches
525,Mathew Leckie,MF,au Australia,35,1991,0.7,0,1,0,0,1.5,0,0,,0,0,Matches
526,Jefferson Lerma,MF,co Colombia,31,1994,4.6,0,5,1,20,1.1,0.22,0,0,0,0,Matches
527,Jamie Leweling,"FW,MF",de Germany,25,2001,0.3,0,1,0,0,2.9,0,0,,0,0,Matches
528,Philipp Lienhart,DF,at Austria,29,1996,2,0,1,0,0,0.5,0,0,,0,0,Matches
529,Victor Lindelöf,"DF,MF",se Sweden,31,1994,4,0,2,0,0,0.51,0,0,,0,0,Matches
530,Erik Lira,MF,mx Mexico,26,2000,3.8,0,0,0,,0,0,,,0,0,Matches
531,Dominik Livakovi?,GK,hr Croatia,31,1995,4,0,0,0,,0,0,,,0,0,Matches
532,Dailon Livramento,FW,cv Cabo Verde,25,2001,1.9,0,1,0,0,0.52,0,0,,0,0,Matches
533,Marcos Llorente,DF,es Spain,31,1995,2.1,0,0,0,,0,0,,,0,0,Matches
534,Giovani Lo Celso,MF,ar Argentina,30,1996,0.7,1,1,1,100,1.53,1.53,1,1,0,0,Matches
535,Jürgen Locadia,FW,cw Curaçao,32,1993,2.6,0,1,0,0,0.38,0,0,,0,0,Matches
536,Azarías Londoño,MF,pa Panama,24,2001,0.6,0,1,0,0,1.61,0,0,,0,0,Matches
537,Sidny Lopes Cabral,DF,cv Cabo Verde,23,2002,3.2,1,4,2,50,1.26,0.63,0.25,0.5,0,0,Matches
538,Flaco López,FW,ar Argentina,25,2000,0.2,0,1,0,0,4.5,0,0,,0,0,Matches
539,Derrick Luckassen,DF,gh Ghana,30,1995,2,1,1,1,100,0.5,0.5,1,1,0,0,Matches
540,Jhon Lucumí,DF,co Colombia,27,1998,5.3,0,2,0,0,0.38,0,0,,0,0,Matches
541,José Luis Rodríguez,"MF,FW",pa Panama,27,1998,2.6,0,3,1,33.3,1.16,0.39,0,0,0,0,Matches
542,Romelu Lukaku,FW,be Belgium,33,1993,2.6,3,6,3,50,2.32,1.16,0.5,1,0,0,Matches
543,Dodi Lukebakio,MF,be Belgium,28,1997,1.8,0,7,1,14.3,3.84,0.55,0,0,0,0,Matches
544,Jovo Luki?,FW,ba Bosnia–Herz,27,1998,0.7,1,3,2,66.7,4.03,2.69,0.33,0.5,0,0,Matches
545,Awer Mabil,"FW,MF",au Australia,30,1995,0.3,0,1,0,0,3,0,0,,0,0,Matches
546,Alexis Mac Allister,MF,ar Argentina,27,1998,8.3,1,13,4,30.8,1.56,0.48,0.08,0.25,0,0,Matches
547,Deiver Machado,DF,co Colombia,32,1993,1,0,0,0,,0,0,,,0,0,Matches
548,Shuto Machino,FW,jp Japan,26,1999,0.1,0,0,0,,0,0,,,0,0,Matches
549,Assim Madibo,MF,qa Qatar,29,1996,1.5,0,0,0,,0,0,,,0,0,Matches
550,Noni Madueke,MF,eng England,24,2002,3.2,0,6,1,16.7,1.89,0.31,0,0,0,0,Matches
551,Daizen Maeda,MF,jp Japan,28,1997,2.7,1,2,1,50,0.74,0.37,0.5,1,0,0,Matches
552,Gabriel Magalhães,DF,br Brazil,28,1997,5,0,1,0,0,0.2,0,0,,0,0,Matches
553,Ermin Mahmi?,MF,ba Bosnia–Herz,21,2005,0.8,2,4,2,50,5.29,2.65,0.5,1,0,0,Matches
554,Hadj Mahmoud,MF,tn Tunisia,26,2000,0.5,0,0,0,,0,0,,,0,0,Matches
555,Riyad Mahrez,MF,dz Algeria,35,1991,2.9,2,6,3,50,2.06,1.03,0.33,0.67,0,0,Matches
556,Alexandro Maidana,DF,py Paraguay,20,2005,0.6,0,0,0,,0,0,,,0,0,Matches
557,Mike Maignan,GK,fr France,30,1995,8,0,0,0,,0,0,,,0,0,Matches
558,Evidence Makgopa,FW,za South Africa,26,2000,2.4,0,4,3,75,1.67,1.26,0,0,0,0,Matches
559,Ahmed Maknzi,DF,iq Iraq,24,2001,0.4,0,0,0,,0,0,,,0,0,Matches
560,Donyell Malen,FW,nl Netherlands,27,1999,2.1,0,4,2,50,1.95,0.97,0,0,0,0,Matches
561,Arjan Malic,DF,ba Bosnia–Herz,20,2005,0.5,0,0,0,,0,0,,,0,0,Matches
562,Mohamed Manai,DF,qa Qatar,23,2002,0.8,0,0,0,,0,0,,,0,0,Matches
563,Aïssa Mandi,DF,dz Algeria,34,1991,4,0,0,0,,0,0,,,0,0,Matches
564,Sadio Mané,"MF,FW",sn Senegal,34,1992,4,0,6,3,50,1.49,0.75,0,0,0,0,Matches
565,Juan Manuel Sanabria,DF,uy Uruguay,26,2000,2.3,0,3,0,0,1.32,0,0,,0,0,Matches
566,Johan Manzambi,"MF,FW",ch Switzerland,20,2005,2.2,3,6,3,50,2.71,1.36,0.5,1,0,0,Matches
567,Mahmoud Al-Mardi,MF,jo Jordan,32,1993,1.4,0,1,1,100,0.69,0.69,0,0,0,0,Matches
568,Jearl Margaritha,"FW,MF",cw Curaçao,26,2000,0.5,0,1,0,0,2.2,0,0,,0,0,Matches
569,Omar Marmoush,"FW,MF",eg Egypt,27,1999,3.6,0,11,1,9.1,3.04,0.28,0,0,0,0,Matches
570,Marquinhos,DF,br Brazil,32,1994,5,0,2,0,0,0.4,0,0,,0,0,Matches
571,Gabriel Martinelli,MF,br Brazil,24,2001,1.6,1,2,1,50,1.26,0.63,0.5,1,0,0,Matches
572,Guillermo Martínez Ayala,FW,mx Mexico,31,1995,0.8,0,0,0,,0,0,,,0,0,Matches
573,Cristian Martínez,"MF,FW",pa Panama,29,1997,2.7,0,1,0,0,0.37,0,0,,0,0,Matches
574,Emiliano Martínez,GK,ar Argentina,33,1992,9,0,0,0,,0,0,,,0,0,Matches
575,Lautaro Martínez,FW,ar Argentina,28,1997,3.4,3,10,4,40,2.9,1.16,0.3,0.75,1,1,Matches
576,Lisandro Martínez,DF,ar Argentina,28,1998,6.9,1,4,2,50,0.58,0.29,0.25,0.5,0,0,Matches
577,Thapelo Maseko,"MF,FW",za South Africa,22,2003,2.7,1,8,1,12.5,2.98,0.37,0.13,1,0,0,Matches
578,Hazem Mastouri,FW,tn Tunisia,28,1997,1,1,3,2,66.7,3.03,2.02,0.33,0.5,0,0,Matches
579,Arthur Masuaku,DF,cd Congo DR,32,1993,3.5,0,0,0,,0,0,,,0,0,Matches
580,Igor Matanovi?,FW,hr Croatia,23,2003,1.1,0,4,2,50,3.79,1.89,0,0,0,0,Matches
581,Pape Matar Sarr,MF,sn Senegal,23,2002,0.7,0,4,0,0,5.37,0,0,,0,0,Matches
582,Jean-Philippe Mateta,FW,fr France,28,1997,0.3,0,3,1,33.3,11.25,3.75,0,0,0,0,Matches
583,Mauricio,MF,py Paraguay,25,2001,1.9,1,4,3,75,2.08,1.56,0.25,0.33,0,0,Matches
584,Fiston Mayele,FW,cd Congo DR,31,1994,0.5,1,5,1,20,10.71,2.14,0.2,1,0,0,Matches
585,Ibrahim Maza,"MF,FW",dz Algeria,20,2005,3.9,0,11,3,27.3,2.82,0.77,0,0,0,0,Matches
586,Noussair Mazraoui,DF,ma Morocco,28,1997,5.3,0,0,0,,0,0,,,0,0,Matches
587,Kylian Mbappé,FW,fr France,27,1998,7.7,10,41,23,56.1,5.31,2.98,0.24,0.43,1,2,Matches
588,Thalente Mbatha,MF,za South Africa,26,2000,2.9,0,4,1,25,1.38,0.35,0,0,0,0,Matches
589,Ibrahim Mbaye,MF,sn Senegal,18,2008,1.7,1,4,1,25,2.29,0.57,0.25,1,0,0,Matches
590,Chancel Mbemba,DF,cd Congo DR,31,1994,4,0,1,0,0,0.25,0,0,,0,0,Matches
591,Mbekezeli Mbokazi,DF,za South Africa,20,2005,4,0,4,1,25,1,0.25,0,0,0,0,Matches
592,Nathanaël Mbuku,"MF,FW",cd Congo DR,24,2002,1.6,0,3,2,66.7,1.89,1.26,0,0,0,0,Matches
593,Callum McCowatt,MF,nz New Zealand,27,1999,1.8,0,4,3,75,2.26,1.7,0,0,0,0,Matches
594,John McGinn,MF,sct Scotland,31,1994,2.9,1,3,1,33.3,1.04,0.35,0.33,1,0,0,Matches
595,Scott McKenna,DF,sct Scotland,29,1996,1,0,0,0,,0,0,,,0,0,Matches
596,Weston McKennie,MF,us USA,27,1998,4.9,0,5,1,20,1.02,0.2,0,0,0,0,Matches
597,Mark McKenzie,DF,us USA,27,1999,1,0,0,0,,0,0,,,0,0,Matches
598,Kenny McLean,MF,sct Scotland,34,1992,1.3,0,1,0,0,0.76,0,0,,0,0,Matches
599,Scott McTominay,MF,sct Scotland,29,1996,3,0,8,3,37.5,2.67,1,0,0,0,0,Matches
600,Brandon Mechele,DF,be Belgium,33,1993,6.3,0,5,1,20,0.79,0.16,0,0,0,0,Matches
601,Facundo Medina,DF,ar Argentina,27,1999,3.4,0,0,0,,0,0,,,0,0,Matches
602,Yaimar Medina,"DF,MF",ec Ecuador,21,2004,0.5,0,1,0,0,2,0,0,,0,0,Matches
603,Hannibal Mejbri,MF,tn Tunisia,23,2003,3,0,3,1,33.3,1,0.33,0,0,0,0,Matches
604,Amar Memi?,MF,ba Bosnia–Herz,25,2001,2.5,0,3,1,33.3,1.21,0.4,0,0,0,0,Matches
605,Memphis,"FW,MF",nl Netherlands,32,1994,0.6,0,0,0,,0,0,,,0,0,Matches
606,Sultan Mendash,MF,sa Saudi Arabia,31,1994,0.7,0,0,0,,0,0,,,0,0,Matches
607,Lucas Mendes,DF,qa Qatar,35,1990,0,0,0,0,,0,0,,,0,0,Matches
608,Nuno Mendes,DF,pt Portugal,23,2002,4.4,1,3,1,33.3,0.68,0.23,0.33,1,0,0,Matches
609,Ryan Mendes,"FW,MF",cv Cabo Verde,36,1990,3.7,0,6,0,0,1.64,0,0,,0,0,Matches
610,Édouard Mendy,GK,sn Senegal,34,1992,1.7,0,0,0,,0,0,,,0,0,Matches
611,Gideon Mensah,DF,gh Ghana,27,1998,4,0,0,0,,0,0,,,0,0,Matches
612,Mikel Merino,MF,es Spain,29,1996,2.2,2,5,3,60,2.26,1.36,0.4,0.67,0,0,Matches
613,Lionel Messi,FW,ar Argentina,38,1987,8.2,8,35,18,51.4,4.26,2.19,0.23,0.44,0,2,Matches
614,Connor Metcalfe,MF,au Australia,26,1999,3.5,1,5,2,40,1.43,0.57,0.2,0.5,0,0,Matches
615,Thomas Meunier,DF,be Belgium,34,1991,2.1,0,2,1,50,0.95,0.47,0,0,0,0,Matches
616,Liam Millar,MF,ca Canada,26,1999,1.8,0,1,0,0,0.56,0,0,,0,0,Matches
617,Kim Min-jae,DF,kr Korea Republic,29,1996,2.7,0,1,1,100,0.37,0.37,0,0,0,0,Matches
618,Yerry Mina,DF,co Colombia,31,1994,0,0,0,0,,0,0,,,0,0,Matches
619,Alan Minda,MF,ec Ecuador,23,2003,0.6,0,2,0,0,3.27,0,0,,0,0,Matches
620,Aubrey Modiba,DF,za South Africa,30,1995,3.8,0,5,1,20,1.3,0.26,0,0,0,0,Matches
621,Luka Modri?,MF,hr Croatia,40,1985,3.5,0,1,0,0,0.28,0,0,,0,0,Matches
622,Relebohile Mofokeng,MF,za South Africa,21,2004,1.9,0,3,1,33.3,1.6,0.53,0,0,0,0,Matches
623,Shahriar Moghanlou,FW,ir IR Iran,31,1994,1,0,3,0,0,3.07,0,0,,0,0,Matches
624,Milad Mohammadi,DF,ir IR Iran,32,1993,2.3,0,1,1,100,0.44,0.44,0,0,0,0,Matches
625,Mohammad Mohebi,MF,ir IR Iran,27,1998,2.7,1,2,1,50,0.74,0.37,0.5,1,0,0,Matches
626,Johan Mojica,DF,co Colombia,33,1992,4.3,0,3,2,66.7,0.69,0.46,0,0,0,0,Matches
627,Teboho Mokoena,MF,za South Africa,29,1997,3,1,4,2,50,1.33,0.67,0.25,0.5,1,1,Matches
628,Nahuel Molina,DF,ar Argentina,28,1998,5.9,0,1,0,0,0.17,0,0,,0,0,Matches
629,Jamiro Monteiro,MF,cv Cabo Verde,32,1993,3.1,0,5,1,20,1.6,0.32,0,0,0,0,Matches
630,César Montes,DF,mx Mexico,29,1997,3.5,0,1,1,100,0.29,0.29,0,0,0,0,Matches
631,Gonzalo Montiel,DF,ar Argentina,29,1997,2.1,0,1,0,0,0.47,0,0,,0,0,Matches
632,Kim Moon-hwan,MF,kr Korea Republic,30,1995,0.8,0,0,0,,0,0,,,0,0,Matches
633,Gilberto Mora,MF,mx Mexico,17,2008,2.4,0,5,0,0,2.11,0,0,,0,0,Matches
634,Diego Moreira,MF,be Belgium,21,2004,0.6,0,0,0,,0,0,,,0,0,Matches
635,Steven Moreira,DF,cv Cabo Verde,31,1994,3.3,0,2,0,0,0.6,0,0,,0,0,Matches
636,Tshepang Moremi,MF,za South Africa,25,2000,0.4,0,0,0,,0,0,,,0,0,Matches
637,Orlando Mosquera,GK,pa Panama,31,1994,3,0,0,0,,0,0,,,0,0,Matches
638,Samir El Mourabet,MF,ma Morocco,20,2005,0.9,0,0,0,,0,0,,,0,0,Matches
639,Samuel Moutoussamy,MF,cd Congo DR,29,1996,3.7,0,3,0,0,0.82,0,0,,0,0,Matches
640,Akmal Mozgovoy,MF,uz Uzbekistan,27,1999,2.4,0,1,0,0,0.42,0,0,,0,0,Matches
641,Lionel Mpasi,GK,cd Congo DR,31,1994,4,0,0,0,,0,0,,,0,0,Matches
642,Khuliso Mudau,DF,za South Africa,31,1995,4,0,0,0,,0,0,,,0,0,Matches
643,Tarik Muharemovic,DF,ba Bosnia–Herz,23,2003,2.9,0,1,0,0,0.35,0,0,,0,0,Matches
644,Miro Muheim,"DF,MF",ch Switzerland,28,1998,1,0,0,0,,0,0,,,0,0,Matches
645,Ngal'Ayel Mukau,MF,cd Congo DR,21,2004,2.2,0,1,0,0,0.46,0,0,,0,0,Matches
646,Mert Müldür,DF,tr Türkiye,27,1999,1.1,0,3,0,0,2.67,0,0,,0,0,Matches
647,Daniel Muñoz,DF,co Colombia,30,1996,4.4,2,3,2,66.7,0.69,0.46,0.67,1,0,0,Matches
648,Petar Musa,FW,hr Croatia,28,1998,1.2,1,1,1,100,0.82,0.82,1,1,0,0,Matches
649,Jamal Musiala,MF,de Germany,23,2003,3,1,6,1,16.7,2,0.33,0.17,1,0,0,Matches
650,Fernando Muslera,GK,uy Uruguay,39,1986,2.5,0,0,0,,0,0,,,0,0,Matches
651,Phillipp Mwene,DF,at Austria,32,1994,1.6,0,1,0,0,0.61,0,0,,0,0,Matches
652,David Møller Wolfe,DF,no Norway,24,2002,4.8,0,0,0,,0,0,,,0,0,Matches
653,Y?to Nagatomo,"DF,MF",jp Japan,39,1986,0.2,0,0,0,,0,0,,,0,0,Matches
654,Keito Nakamura,MF,jp Japan,25,2000,3.4,1,5,2,40,1.47,0.59,0.2,0.5,0,0,Matches
655,Abdallah Nasib,DF,jo Jordan,32,1994,2.9,0,0,0,,0,0,,,0,0,Matches
656,Sherzod Nasrullaev,"DF,MF",uz Uzbekistan,27,1998,2,0,1,1,100,0.5,0.5,0,0,0,0,Matches
657,Duckens Nazon,"FW,MF",ht Haiti,32,1994,0.3,0,1,1,100,3.75,3.75,0,0,0,0,Matches
658,Iliman Ndiaye,FW,sn Senegal,26,2000,1.3,1,3,2,66.7,2.37,1.58,0.33,0.5,0,0,Matches
659,Dan Ndoye,"MF,FW",ch Switzerland,25,2000,4.5,2,16,8,50,3.55,1.77,0.13,0.25,0,0,Matches
660,Jayden Nelson,"FW,MF",ca Canada,23,2002,0,0,1,0,0,22.5,0,0,,0,0,Matches
661,Ali Nemati,DF,ir IR Iran,30,1996,3,0,1,0,0,0.33,0,0,,0,0,Matches
662,Abduvohid Nematov,GK,uz Uzbekistan,25,2001,2,0,0,0,,0,0,,,0,0,Matches
663,Pedro Neto,MF,pt Portugal,26,2000,3.9,0,1,0,0,0.26,0,0,,0,0,Matches
664,Manuel Neuer,GK,de Germany,40,1986,4.3,0,0,0,,0,0,,,0,0,Matches
665,João Neves,MF,pt Portugal,21,2004,4.3,1,3,1,33.3,0.69,0.23,0.33,1,0,0,Matches
666,Rúben Neves,MF,pt Portugal,29,1997,0.6,0,2,0,0,3.27,0,0,,0,0,Matches
667,Neymar,"FW,MF",br Brazil,34,1992,0.4,1,3,2,66.7,6.92,4.62,0.33,0.5,1,1,Matches
668,Nathan Ngoy,DF,be Belgium,23,2003,3.7,0,1,0,0,0.27,0,0,,0,0,Matches
669,Moussa Niakhaté,DF,sn Senegal,30,1996,4.3,0,1,0,0,0.23,0,0,,0,0,Matches
670,Gustaf Nilsson,FW,se Sweden,29,1997,0,0,1,0,0,45,0,0,,0,0,Matches
671,Felix Nmecha,MF,de Germany,25,2000,3,1,8,3,37.5,2.67,1,0.13,0.33,0,0,Matches
672,Kristoffer Nordfeldt,GK,se Sweden,36,1989,2,0,0,0,,0,0,,,0,0,Matches
673,Tyrese Noslin,MF,cw Curaçao,23,2002,0.2,0,0,0,,0,0,,,0,0,Matches
674,Ernest Nuamah,MF,gh Ghana,22,2003,1,0,0,0,,0,0,,,0,0,Matches
675,Matheus Nunes,"DF,MF",pt Portugal,27,1998,0,0,0,0,,0,0,,,0,0,Matches
676,Darwin Núñez,FW,uy Uruguay,26,1999,1.7,0,2,0,0,1.15,0,0,,0,0,Matches
677,Antonio Nusa,FW,no Norway,21,2005,3.5,1,6,2,33.3,1.7,0.57,0.17,0.5,0,0,Matches
678,Benjamin Nygren,MF,se Sweden,24,2001,1.4,0,1,0,0,0.69,0,0,,0,0,Matches
679,Ørjan Nyland,GK,no Norway,35,1990,5.3,0,0,0,,0,0,,,0,0,Matches
680,Aiden O'Neill,MF,au Australia,27,1998,4,0,2,0,0,0.5,0,0,,0,0,Matches
681,Nico O'Reilly,DF,eng England,21,2005,5.1,0,7,1,14.3,1.37,0.2,0,0,0,0,Matches
682,Salim Obaid,DF,jo Jordan,34,1992,0.2,0,0,0,,0,0,,,0,0,Matches
683,Armando Obispo,DF,cw Curaçao,27,1999,3,0,0,0,,0,0,,,0,0,Matches
684,Guillermo Ochoa,GK,mx Mexico,40,1985,0.1,0,0,0,,0,0,,,0,0,Matches
685,K?ki Ogawa,FW,jp Japan,28,1997,0.5,0,3,0,0,6.43,0,0,,0,0,Matches
686,Braian Ojeda,MF,py Paraguay,25,2000,0.2,0,0,0,,0,0,,,0,0,Matches
687,Noah Okafor,"FW,MF",ch Switzerland,26,2000,0.2,0,1,0,0,4.5,0,0,,0,0,Matches
688,Ime Okon,DF,za South Africa,22,2004,4,0,1,0,0,0.25,0,0,,0,0,Matches
689,Paul Okon-Engstler,MF,au Australia,21,2005,2.2,0,0,0,,0,0,,,0,0,Matches
690,Ben Old,MF,nz New Zealand,23,2002,1,0,0,0,,0,0,,,0,0,Matches
691,Michael Olise,MF,fr France,24,2001,7.2,0,20,5,25,2.79,0.7,0,0,0,0,Matches
692,Mathías Olivera,DF,uy Uruguay,28,1997,3,0,1,0,0,0.33,0,0,,0,0,Matches
693,Dani Olmo,MF,es Spain,28,1998,5.5,0,13,2,15.4,2.38,0.37,0,0,0,0,Matches
694,Tani Oluwaseyi,FW,ca Canada,26,2000,2.9,0,8,4,50,2.78,1.39,0,0,0,0,Matches
695,Ali Olwan,MF,jo Jordan,26,2000,3,1,6,3,50,2.01,1.01,0.17,0.33,0,0,Matches
696,Amadou Onana,MF,be Belgium,24,2001,1.2,0,2,0,0,1.7,0,0,,0,0,Matches
697,Christopher Opéri,DF,ci Côte d'Ivoire,29,1997,1,0,0,0,,0,0,,,0,0,Matches
698,Jerome Opoku,DF,gh Ghana,27,1998,3,0,0,0,,0,0,,,0,0,Matches
699,Joel Ordóñez,DF,ec Ecuador,22,2004,2.5,0,2,0,0,0.8,0,0,,0,0,Matches
700,Jonathan Osorio,MF,ca Canada,34,1992,0.1,0,1,0,0,18,0,0,,0,0,Matches
701,Nicolás Otamendi,DF,ar Argentina,38,1988,2.7,0,1,0,0,0.36,0,0,,0,0,Matches
702,Zakaria El Ouahdi,"DF,MF",ma Morocco,24,2001,0.2,0,0,0,,0,0,,,0,0,Matches
703,Ayoub Al-Oui,DF,qa Qatar,21,2005,1.7,0,0,0,,0,0,,,0,0,Matches
704,Azzedine Ounahi,MF,ma Morocco,26,2000,4.8,2,5,3,60,1.03,0.62,0.4,0.67,0,0,Matches
705,Mohammed Al-Owais,GK,sa Saudi Arabia,34,1991,3,0,0,0,,0,0,,,0,0,Matches
706,Elisha Owusu,MF,gh Ghana,28,1997,1.7,0,0,0,,0,0,,,0,0,Matches
707,Mikel Oyarzabal,FW,es Spain,29,1997,6.7,5,23,12,52.2,3.44,1.8,0.22,0.42,1,1,Matches
708,Salih Özcan,MF,tr Türkiye,28,1998,1.1,0,0,0,,0,0,,,0,0,Matches
709,Willian Pacho,DF,ec Ecuador,24,2001,4,0,1,1,100,0.25,0.25,0,0,0,0,Matches
710,Kendry Páez,MF,ec Ecuador,19,2007,0.1,0,0,0,,0,0,,,0,0,Matches
711,Exequiel Palacios,DF,ar Argentina,27,1998,1,0,0,0,,0,0,,,0,0,Matches
712,Lucas Paquetá,MF,br Brazil,28,1997,2.6,0,5,1,20,1.93,0.39,0,0,0,0,Matches
713,Leandro Paredes,MF,ar Argentina,31,1994,5.3,0,4,1,25,0.76,0.19,0,0,0,0,Matches
714,Thomas Partey,MF,gh Ghana,33,1993,3,0,2,0,0,0.67,0,0,,0,0,Matches
715,Marco Pašali?,MF,hr Croatia,25,2000,1.1,0,3,2,66.7,2.73,1.82,0,0,0,0,Matches
716,Mario Pašali?,MF,hr Croatia,31,1995,1.4,0,4,1,25,2.93,0.73,0,0,0,0,Matches
717,Nathan Patterson,DF,sct Scotland,24,2001,2.1,0,0,0,,0,0,,,0,0,Matches
718,João Paulo Fernandes,DF,cv Cabo Verde,28,1998,1.2,0,2,0,0,1.71,0,0,,0,0,Matches
719,Aleksandar Pavlovic,MF,de Germany,22,2004,3,0,4,1,25,1.32,0.33,0,0,0,0,Matches
720,Tim Payne,DF,nz New Zealand,32,1994,2.5,0,1,0,0,0.4,0,0,,0,0,Matches
721,Nicolás Paz,MF,ar Argentina,21,2004,0.8,0,1,0,0,1.27,0,0,,0,0,Matches
722,Marcus Pedersen,DF,no Norway,25,2000,2.6,1,1,1,100,0.38,0.38,1,1,0,0,Matches
723,Pedri,MF,es Spain,23,2002,5.5,0,5,2,40,0.9,0.36,0,0,0,0,Matches
724,Nicolas Pépé,FW,ci Côte d'Ivoire,31,1995,2.6,2,6,3,50,2.31,1.15,0.33,0.67,0,0,Matches
725,Ricardo Pepi,FW,us USA,23,2003,2.3,0,5,0,0,2.21,0,0,,0,0,Matches
726,Kojo Peprah Oppong,DF,gh Ghana,22,2004,0.5,0,0,0,,0,0,,,0,0,Matches
727,Ivan Periši?,"MF,DF",hr Croatia,37,1989,4,1,2,2,100,0.5,0.5,0.5,0.5,0,0,Matches
728,Jens Petter Hauge,"DF,FW",no Norway,26,1999,0.1,0,0,0,,0,0,,,0,0,Matches
729,Charles Pickel,"DF,MF",cd Congo DR,29,1997,0.4,0,1,0,0,2.57,0,0,,0,0,Matches
730,Jordan Pickford,GK,eng England,32,1994,7.3,0,0,0,,0,0,,,0,0,Matches
731,Pico,DF,cv Cabo Verde,33,1992,4.3,0,2,0,0,0.46,0,0,,0,0,Matches
732,Frantzdy Pierrot,FW,ht Haiti,31,1995,1.6,0,3,1,33.3,1.89,0.63,0,0,0,0,Matches
733,Kevin Pina,MF,cv Cabo Verde,29,1997,3.9,1,5,1,20,1.29,0.26,0.2,1,0,0,Matches
734,Wagner Pina,DF,cv Cabo Verde,23,2002,1,0,1,0,0,1.01,0,0,,0,0,Matches
735,Orbelín Pineda,"FW,MF",mx Mexico,30,1996,0.3,0,1,0,0,2.9,0,0,,0,0,Matches
736,Yéremy Pino,"FW,MF",es Spain,23,2002,0.8,0,0,0,,0,0,,,0,0,Matches
737,Isidro Pitta,FW,py Paraguay,26,1999,0.5,0,0,0,,0,0,,,0,0,Matches
